MPG City,GPHM,Weight,Horsepower,Wheelbase,Price,Torque (foot lbs.),Displacement (cu.in.),Pounds/HP,Cargo Volume (EPA),Passenger Volume (EPA),Fuel Capacity,Combined Fuel Economy,Cylinders,Seating (Standard),Transmission Speeds,Transmission (Automatic/Manual),Height,Length,Width,Track (Front),Track (Rear),Curb Weight AT,Curb Weight MT,MPG Highway,Sales Volume,Residual Value after 36 Months,Model,Model Year,Type,Residual GPHM
17,5.88235294,4.345,239,117.7,41020,287,281,18.1799163,21,112,19,20,8,6,4,A,58.6,215.4,78.2,63.4,65.9,4345,,25,,,2004 Lincoln Town Car Signature Current,2004,Car/Sedan,-0.162386026
13,7.69230769,4.834,302,113.7,39710,300,281,16.0066225,,,22.5,15,8,6,5,A,70.9,193.3,73.9,60.9,61.2,4834,,19,,,2004 Lincoln Aviator 4x2 Luxury Current,2004,SUV,0.5480409501
20,5,3.674,232,114.5,31860,220,181,15.8362069,13,104,18,,6,5,5,A,56.1,193.9,73.2,60.5,60.8,3674,,26,,,2004 Lincoln LS V6 Automatic Luxury Current,2004,Car/Sedan,-0.285037963
12,8.33333333,5.822,300,118.8,48485,355,330,19.4066667,,,28,14,8,7,4,A,77.8,206,78.7,67,67.1,5822,,17,,,2004 Lincoln Navigator 4x2 Luxury Current,2004,SUV,0.1336665529
25,4,2.6605,130,102.8,13680,135,121,20.4653846,13,93,14.5,27,4,5,5,M,55.5,175.3,67.1,57.9,57.9,2687,2634,31,83367,36,2003 Mazda Protegé DX Current,2003,Car/Sedan,0.122429758
25,4,2.7325,130,102.8,16895,135,121,21.0192308,20,93,14.5,27,4,5,5,M,57.8,170.5,67.1,57.7,57.9,2749,2716,31,83367,43,2003 Mazda Protegé5 Sport Current,2003,Car/Sedan,0.0415537928
25,4,3.0665,160,105.3,18650,155,138,19.165625,,,16.9,,4,5,5,M,56.7,186.8,70.1,60.6,60.2,3091,3042,32,2042,44,2003 Mazda Mazda6 i Current,2003,Car/Sedan,-0.460885091
24,4.16666667,2.843,170,102.8,19980,160,121,16.7235294,13,93,14.5,,4,5,5,M,55.5,174.6,67.1,57.2,57.4,,2843,30,,40,2003 Mazda MAZDASPEED Protegé Sport Compact Sedan Current,2003,Sports Car,-0.139381937
23,4.34782609,2.408,142,89.2,21843,125,112,16.9577465,,,12.7,25,4,2,5,M,48.4,155.7,66,55.7,56.7,2429,2387,28,14392,45,2003 Mazda MX-5 Miata Base Current,2003,Sports Car,0.3166040066
23,4.34782609,3.091,130,103.1,18455,135,121,23.7769231,,,16.4,25,4,5,5,M,69.3,173,70.8,60.6,59.8,,3091,28,44989,43,2003 Mazda Tribute DX I4 Current,2003,SUV,-0.053086703
18,5.55555556,3.794,200,111.8,21660,200,181,18.97,,,19.8,20,6,7,5,A,68.7,187.8,72.1,60.6,60.8,3794,,25,34403,44,2003 Mazda MPV LX-SV Current,2003,Van,0.1691108613
18,5.55555556,3.053,207,106.4,25180,164,80,14.7487923,,,15.9,,,4,4,A,52.8,174.3,69.7,58.9,59.3,3053,,25,,53,2004 Mazda RX-8 AT Current,2004,Sports Car,0.9145731876
23,4.34782609,3.091,130,103.1,18565,135,121,23.7769231,,,16.4,25,4,5,5,M,69.3,173,70.8,60.6,59.8,,3091,28,,,2004 Mazda Tribute DX I4 Current,2004,Car/Sedan,-0.052710231
24,4.16666667,3.001,143,111.6,13930,154,140,20.986014,,,16.5,26,4,3,5,M,64.9,187.5,69.4,58.6,57.3,,3001,29,20265,28,2003 Mazda Truck Regular Cab 4x2 B2300 Base Current,2003,Truck,0.0687039969
21,4.76190476,3.265,189,106.9,24950,192,110,17.2751323,16,85,16.4,25,4,4,6,M,54.3,171,68,58.8,57.6,3280,3250,31,64025,44,2003 Mercedes-Benz C-Class C230 Kompressor Sports Coupe Current,2003,Sports Car,-0.036552612
20,5,3.856,221,111.5,49250,232,195,17.4479638,44,98,18.5,22,6,7,5,A,59.3,190,70.8,60.4,60.6,3856,,27,42598,52,2003 Mercedes-Benz E-Class E320 Wagon Current,2003,Car/Sedan,-0.494817767
17,5.88235294,4.166,275,121.5,72600,295,260,15.1490909,15,106,23.3,20,8,5,5,A,57.2,203.1,73.1,62,62,4166,,24,21118,53,2003 Mercedes-Benz S-Class S430 Sedan Current,2003,Car/Sedan,0.1012477584
15,6.66666667,4.045,302,100.8,85990,339,303,13.3940397,9,50,21.1,18,8,2,5,A,51.1,178.5,71.9,61.4,61,4045,,22,13717,51,2003 Mercedes-Benz SL-Class SL500 Roadster Current,2003,Sports Car,0.2715538932
16,6.25,4.07,302,113.6,91650,339,303,13.4768212,12,88,23.3,19,8,4,5,A,55.4,196.4,73.1,62.1,62.1,4070,,22,3938,60,2003 Mercedes-Benz CL-Class CL500 Coupe Current,2003,Car/Sedan,0.2552117588
15,6.66666667,4.786,215,111,36600,229,195,22.2604651,41,105,22.6,17,6,5,5,A,71.7,182.6,72.4,60.4,60.4,4786,,19,39680,49,2003 Mercedes-Benz M-Class ML320 [Discontinued] Current,2003,Car/Sedan,-0.041773099
13,7.69230769,5.423,292,112.2,73600,336,303,18.5719178,49,124,25.4,13,8,5,5,A,77.8,185.6,71.3,58.1,58.1,5423,,14,3114,51,2003 Mercedes-Benz G-Class G500 Current,2003,Car/Sedan,-0.08168809
19,5.26315789,3.0825,192,94.5,39600,200,140,16.0546875,10,48,15.9,22,4,2,6,M,50.4,157.9,67.5,58.6,58.5,3110,3055,28,,,2004 Mercedes-Benz SLK-Class SLK230 Roadster Current,2004,Sports Car,0.3314876093
19,5.26315789,3.515,215,106.9,44350,229,195,16.3488372,10,82,16.4,22,6,4,5,A,55.4,182.6,68.5,58.9,58,3515,,27,,,2004 Mercedes-Benz CLK-Class CLK320 Coupe Current,2004,Car/Sedan,0.0709228815
17,5.88235294,4.052,224,114.7,23970,272,281,18.0892857,21,109,19,20,8,6,4,A,56.8,211.9,78.2,63.4,65.6,4052,,25,,,2004 Mercury Grand Marquis GS Current,2004,Car/Sedan,0.1378269504
17,5.88235294,4.195,302,114.7,33770,318,281,13.8907285,21,109,19,19,8,5,4,A,58.9,211.9,78.2,63.7,66.2,4195,,23,,,2004 Mercury Marauder Sedan Current,2004,Car/Sedan,-0.434560856
20,5,3.336,155,108.5,20925,185,182,21.5225806,16,102,18,23,6,6,4,A,55.5,199.8,73,61.6,62.1,3336,,28,,,2004 Mercury Sable GS Sedan Current,2004,Car/Sedan,0.3333499269
15,6.66666667,4.374,210,113.8,29350,254,245,20.8285714,,,22.5,17,6,7,5,A,71.4,189.5,72.1,60.9,61.2,4374,,21,,,2004 Mercury Mountaineer 4X2 Convenience 4.0L Current,2004,SUV,0.5766234482
28,3.57142857,2.5405,115,97.1,16425,110,98,22.0913043,7,77,13.2,32,4,4,5,M,55.9,142.8,66.5,57.4,57.7,2557,2524,37,24590,59,2003 MINI Cooper Base Current,2003,Car/Sedan,-0.24603294
27,3.7037037,2.668,120,102.4,14047,130,122,22.2333333,11,94,13.2,29,4,5,5,M,54.1,177.6,66.7,57.9,57.9,2690,2646,33,69007,34,2003 Mitsubishi Lancer ES Current,2003,Car/Sedan,-0.140795075
21,4.76190476,3.031,140,103.7,17857,155,143,21.65,14,96,16.3,23,4,5,4,A,55.7,187.8,68.5,59.4,59.3,3031,,27,97343,32,2003 Mitsubishi Galant DE Current,2003,Car/Sedan,0.4005760541
23,4.34782609,2.943,147,100.8,18167,158,143,20.0204082,17,79,16.4,26,4,4,5,M,51.6,176.8,68.9,59.4,59.4,2976,2910,31,54190,41,2003 Mitsubishi Eclipse RS Current,2003,Car/Sedan,-0.031684017
17,5.88235294,3.439,205,107.1,25977,231,213,16.7756098,14,96,19,20,6,5,4,A,53.9,194.1,70.3,60.8,60.4,3439,,25,14352,38,2003 Mitsubishi Diamante ES Current,2003,Car/Sedan,0.7849592118
18,5.55555556,3.263,271,103.3,28987,273,122,12.0405904,,,14,,4,5,5,M,57.1,178.5,69.7,59.6,59.6,,3263,26,,41,2003 Mitsubishi Lancer Evolution Sedan Current,2003,Car/Sedan,0.2121903279
21,4.76190476,3.24,140,103.3,18087,157,144,23.1428571,,,15.7,23,4,5,4,A,63.2,179.1,68.9,58.9,59.3,3240,,26,11346,41,2003 Mitsubishi Outlander LS 2WD Current,2003,Car/Sedan,0.1217565192
18,5.55555556,3.835,165,107.3,22907,186,181,23.2424242,,,19.5,20,6,5,4,A,67.7,181.1,66.7,55.9,56.5,3835,,22,54922,33,2003 Mitsubishi Montero Sport ES 2WD Current,2003,Car/Sedan,0.1659216386
17,5.88235294,3.847,215,108.3,25597,250,234,17.8930233,,,21.4,,6,5,4,A,69.6,190.2,73.6,63,63,3847,,23,,43,2004 Mitsubishi Endeavor LS FWD Current,2004,Car/Sedan,0.2474270782
23,4.34782609,3.025,175,110.2,16749,180,152,17.2857143,16,103,20,26,4,5,5,M,57.9,191.5,70.4,61,61.2,3049,3001,29,201822,47,2003 Nissan Altima 2.5 Current,2003,Car/Sedan,0.01000754
28,3.57142857,2.55,126,99.8,12200,129,108,20.2380952,12,88,13.2,31,4,5,5,M,55.5,177.5,67.3,58.1,57.3,2587,2513,36,,,2004 Nissan Sentra 1.8 Current,2004,Car/Sedan,-0.245245773
20,5,3.4545,265,111.2,26950,255,214,13.0358491,15,102,20,22,6,5,5,A,58.3,193.5,71.7,61,61.2,3473,3436,28,,50,2004 Nissan Maxima SE Current,2004,Car/Sedan,-0.307327805
20,5,3.188,287,104.3,25830,274,213,11.1080139,,,20,22,6,2,6,M,51.9,169.4,71.5,60.4,60.8,,3188,26,,,2004 Nissan 350Z Coupe Coupe Current,2004,Sports Car,-0.313068755
19,5.26315789,3.589,143,104.3,17999,154,146,25.0979021,,,19.4,21,4,5,5,M,73.7,178,70.4,60,59.3,,3589,24,79779,43,2003 Nissan Xterra XE I4 4X2 Current,2003,SUV,0.1933174638
16,6.25,3.871,240,106.3,26799,265,213,16.1291667,,,21.1,18,6,5,4,A,70.9,182.7,71.7,60.6,60.8,3871,,21,57384,45,2003 Nissan Pathfinder SE 4X2 Current,2003,SUV,0.38833304
20,5,3.801,245,111.2,28199,246,214,15.5142857,,,21.7,,6,5,VAR,A,66.5,187.6,74,64.2,64,3801,,25,2054,49,2003 Nissan Murano SL 2WD Current,2003,Car/Sedan,-0.636646058
19,5.26315789,4.012,240,124,24240,242,,16.7166667,,,20.1,,6,2,4,A,70,204.1,77.6,67.3,67.3,4012,,26,,,2004 Nissan Quest 3.5 S Current,2004,Van,-0.216295109
22,4.54545455,3.271,143,116.1,13149,154,146,22.8741259,,,15.9,24,4,2,5,M,63.2,202.9,67.3,54.9,54.7,3302,3240,25,75207,40,2003 Nissan Truck Frontier 4X2 KC-I4 Standard Model Current,2003,Truck,0.2454164759
17,5.88235294,3.803,250,112.2,34725,260,244,15.212,15,105,17.5,20,8,5,4,A,56.7,199.3,72.9,62.3,62.3,3803,,26,8878,30,2003 Oldsmobile Aurora 4.0L Sedan Current,2003,Car/Sedan,0.2706001565
24,4.16666667,2.996,140,107,18200,150,134,21.4,14,91,14,28,4,5,4,A,54.5,186.7,70.1,59.1,59.3,2996,,33,,,2004 Oldsmobile Alero GX Sedan Current,2004,Car/Sedan,-0.042385228
16,6.25,4.417,275,113,33645,275,256,16.0618182,,,22,18,6,5,4,A,74.5,191.8,75.4,63.1,62.1,4417,,22,,,2004 Oldsmobile Bravada 2-Wheel Drive Current,2004,Car/Sedan,-0.258890922
19,5.26315789,3.948,185,120,28110,210,207,21.3405405,,,25,22,6,7,4,A,68.1,201.4,72.2,61.5,63.3,3948,,26,,,2004 Oldsmobile Silhouette GL Current,2004,Van,0.0481863538
17,5.88235294,3.2,320,106,89950,315,280,10,,,15.7,,8,2,5,M,53.4,176.3,73.2,60.9,63.2,,3200,23,,,2003 Panoz Esperante Convertible Current,2003,Sports Car,0.6491023466
20,5,3.633,205,112.2,26695,225,231,17.7219512,16,104,18.5,23,6,5,4,A,56.6,202.6,74.2,62.6,62.1,3633,,29,37599,32,2003 Pontiac Bonneville SE Sedan Current,2003,Car/Sedan,-0.178002601
26,3.84615385,2.771,140,104.1,14930,150,134,19.7928571,12,87,14,29,4,5,5,M,53,182,68.4,57.6,56.4,,2771,33,,,2004 Pontiac Sunfire Coupe Current,2004,Car/Sedan,-0.180504626
29,3.44827586,2.74,130,102.4,16485,125,109,21.0769231,15,96,13,32,4,5,5,M,62.2,171.9,69.9,59.6,58.9,2780,2700,36,,,2004 Pontiac Vibe Base Current,2004,Car/Sedan,-0.534046057
26,3.84615385,3.066,140,107,17070,150,134,21.9,14,90,14,29,4,5,5,M,55.1,186.3,70.4,59,59.1,,3066,33,,,2004 Pontiac Grand Am SE Sedan Current,2004,Car/Sedan,-0.456092464
19,5.26315789,3.779,185,108.3,20995,210,204,20.427027,,,18,22,6,5,4,A,66.7,182.1,73.7,62.7,63.8,3779,,26,,,2004 Pontiac Aztek Front-Wheel Drive Current,2004,SUV,-0.13787964
19,5.26315789,3.803,185,112,23165,210,207,20.5567568,,,20,22,6,7,4,A,67.4,187.3,72.7,61.5,63.3,3803,,26,,,2004 Pontiac Montana Regular Wheelbase 1SA Current,2004,Car/Sedan,-0.041738137
20,5,2.8735,228,95.1,42600,192,164,12.6030702,,,16.9,23,6,2,5,M,50.8,170.1,70.1,57.7,60.2,2936,2811,29,9875,49,2003 Porsche Boxster Convertible Current,2003,Sports Car,0.1692182304
18,5.55555556,3.0195,315,92.6,68600,273,219,9.58571429,5,70,16.9,21,6,4,6,M,51.4,174.5,69.7,57.7,59.1,3080,2959,26,4520,53,2003 Porsche 911 Carrera Coupe Current,2003,Sports Car,0.0745067381
14,7.14285714,5.577,453,140.6,320000,531,412,12.3112583,,,26.4,17,12,5,6,A,64.3,229.7,78.3,66.3,65.7,5577,,24,,,2004 Rolls-Royce Phantom Sedan Current,2004,Car/Sedan,0.0576281068
22,4.54545455,3.5,185,106.4,34335,207,140,18.9189189,16,99,18.5,25,4,5,5,M,57,190,70.5,59.9,59.9,3530,3470,31,17306,39,2003 Saab 9-5 Sedan Linear 2.3t Current,2003,Car/Sedan,-0.515178489
26,3.84615385,2.6905,140,103.2,11430,145,134,19.2178571,15,92,13.5,29,4,5,5,M,57.4,184.5,67.2,58.8,58.4,2728,2653,33,6066,31,2003 Saturn ION 1 Sedan Current,2003,Car/Sedan,-0.118786139
23,4.34782609,3.011,135,106.5,17735,142,134,22.3037037,18,97,15.7,26,4,5,5,M,56.4,190.4,68.5,59.8,59.4,3033,2989,31,81172,31,2003 Saturn L-Series Sedan L200 Current,2003,Car/Sedan,0.1290580128
23,4.34782609,3.193,143,106.6,16325,152,134,22.3286713,,,15.5,25,4,5,5,M,66.4,181.3,71.6,61,61,3214,3172,28,75477,39,2003 Saturn VUE FWD 4 Current,2003,Car/Sedan,-0.148222821
21,4.76190476,3.2575,165,104.3,19795,166,150,19.7424242,12,91,16.9,23,4,5,5,M,55.7,184.4,68.7,57.5,57.5,3290,3225,27,85359,42,2003 Subaru Legacy L Sedan Current,2003,Car/Sedan,0.0018049322
21,4.76190476,3.0725,165,99.4,17895,166,150,18.6212121,18,90,15.9,24,4,5,5,M,58.5,173.8,66.7,57.7,57.3,3100,3045,28,,53,2004 Subaru Impreza 2.5 TS Sport Wagon Current,2004,Car/Sedan,0.0733344092
21,4.76190476,3.0775,165,99.4,19095,166,150,18.6515152,18,90,15.9,24,4,5,5,M,60.6,173.8,67.3,57.5,57.3,3105,3050,28,,53,2004 Subaru Outback Sport Current,2004,Car/Sedan,0.071060877
21,4.76190476,3.1125,165,99.4,20895,166,150,18.8636364,31,95,15.9,24,4,5,5,M,65,175.2,68.3,58.9,58.5,3135,3090,28,,,2004 Subaru Forester 2.5 X Current,2004,Car/Sedan,0.0325578211
26,3.84615385,2.6635,145,97.6,13499,136,122,18.3689655,15,90,13.2,29,4,5,5,M,60.8,171.3,67.7,57.1,56.9,2686,2641,32,18441,34,2003 Suzuki Aerio Sedan S Current,2003,Car/Sedan,-0.285018716
23,4.34782609,2.6955,127,86.6,15599,134,122,21.2244094,,,14.8,24,4,4,5,M,65,152,67.3,57.5,57.5,2712,2679,26,6549,29,2003 Suzuki Vitara Two-Door Two-Wheel Drive Current,2003,Car/Sedan,-0.074074228
19,5.26315789,3.075,165,97.6,18599,162,152,18.6363636,,,16.9,20,6,5,5,M,67.3,164.5,70.1,59.1,59.1,3075,3075,22,11529,35,2003 Suzuki Grand Vitara Two-Wheel Drive Current,2003,Car/Sedan,0.5157488616
18,5.55555556,3.552,183,110.2,19599,180,167,19.4098361,,,16.9,19,6,5,5,M,67.5,183.6,70.1,59.1,59.1,3588,3516,20,27295,40,2003 Suzuki XL-7 Touring 2WD Current,2003,SUV,0.5115558815
35,2.85714286,2.06,108,93.3,10245,105,91,19.0740741,14,87,11.9,38,4,5,5,M,59.4,164.8,65.4,56.9,55.9,2085,2035,43,30859,40,2003 Toyota ECHO 2-Door Sedan Current,2003,Car/Sedan,-0.452868397
27,3.7037037,2.4425,140,102.4,17340,125,109,17.4464286,17,78,14.5,29,4,4,5,M,51.4,170.5,68.3,58.6,58.2,2460,2425,33,22893,50,2003 Toyota Celica GT Current,2003,Car/Sedan,0.0496599228
23,4.34782609,3.114,157,107.1,19045,162,144,19.8343949,17,102,18.5,27,4,5,5,M,57.9,189.2,70.7,60.8,60.4,3142,3086,33,434145,46,2003 Toyota Camry LE Current,2003,Car/Sedan,-0.097977664
52,1.92307692,2.765,70,100.4,19995,82,91,39.5,12,89,11.9,48,4,5,VAR,A,57.6,169.6,66.7,58.1,58.3,2765,,45,20119,,2003 Toyota Prius 4-Door Sedan Current,2003,Car/Sedan,-1.817915869
26,3.84615385,2.195,138,96.5,24645,125,110,15.9057971,2,46,12.7,29,4,2,5,M,48.8,153,66.7,58.1,57.5,,2195,32,4705,57,2003 Toyota MR-2 Spyder Convertible Current,2003,Sports Car,0.3535029073
21,4.76190476,3.417,210,107.1,25945,220,183,16.2714286,16,106,18.5,24,6,5,4,A,57.1,191.9,71.7,61,60,3417,,29,69029,48,2003 Toyota Avalon XL Current,2003,Car/Sedan,-0.334668236
32,3.125,2.535,130,102.4,13570,125,110,19.5,14,90,13.2,35,4,5,5,M,58.5,178.3,66.9,58.3,57.5,2568,2502,40,,,2004 Toyota Corolla CE Current,2004,Car/Sedan,-0.605697873
29,3.44827586,2.7175,130,102.4,14670,125,109,20.9038462,15,96,13.2,32,4,5,5,M,60.6,171.3,69.9,59.6,58.9,2756,2679,36,,,2004 Toyota Matrix Standard 4X2 Current,2004,SUV,-0.511545591
25,4,2.744,148,98,16625,142,122,18.5405405,,,14.7,27,4,5,5,M,65.7,166.2,68.3,59.3,59.1,2777,2711,31,86601,50,2003 Toyota RAV4 4-Door 4X2 Current,2003,SUV,-0.226584608
22,4.54545455,3.485,155,106.9,23880,163,144,22.483871,,,19.8,24,4,5,4,A,66.1,184.4,71.9,62.2,61.6,3485,,27,113134,51,2003 Toyota Highlander Sport Utility 4X2 Current,2003,SUV,-0.352828037
18,5.55555556,4.025,245,109.8,27055,283,,16.4285714,,,23,19,6,5,4,A,69.1,189,73.8,62,62,4025,,21,77026,53,2003 Toyota 4Runner SR5 4X2 Current,2003,SUV,-0.416008384
14,7.14285714,5.07,240,118.1,31625,315,285,21.125,,,26.1,16,8,8,4,A,73.2,203.9,76.4,65.9,66.1,5070,,18,70187,53,2003 Toyota Sequoia SR5 4X2 Current,2003,Truck,0.1482642767
13,7.69230769,5.39,235,112.2,53955,320,285,22.9361702,,,25.4,14,8,8,5,A,73.2,192.5,76.4,63.8,63.6,5390,,17,6752,53,2003 Toyota Land Cruiser 4X4 Current,2003,SUV,0.2026298089
19,5.26315789,3.919,210,114.2,23905,220,183,18.6619048,,,20.9,21,6,7,4,A,67.3,194.2,73.4,61.6,63.4,3919,,24,80915,49,2003 Toyota Sienna CE Current,2003,Car/Sedan,-0.251993323
22,4.54545455,2.76,142,103.3,12200,160,149,19.4366197,,,15.8,24,4,3,5,M,64.1,184.4,66.5,57.1,57.3,2770,2750,27,151960,41,2003 Toyota Truck Tacoma 4X2 Regular Cab Current,2003,Truck,0.4868287495
24,4.16666667,2.7985,115,98.9,15295,122,121,24.3347826,18,88,14.5,27,4,5,5,M,56.7,164.9,68.3,59.6,58.8,2826,2771,31,31482,53,2003 Volkswagen Golf GL 2.0 Current,2003,Car/Sedan,0.074161738
24,4.16666667,2.839,115,98.7,15950,122,121,24.6869565,12,85,14.5,27,4,4,5,M,59,161.1,67.9,59.4,58.8,2861,2817,31,49549,55,2003 Volkswagen New Beetle GL 2.0L Current,2003,Car/Sedan,0.0182705248
24,4.16666667,2.9185,115,98.9,17100,122,121,25.3782609,13,87,14.5,27,4,5,5,M,56.7,172.3,68.3,59.6,58.8,2945,2892,31,145604,50,2003 Volkswagen Jetta Sedan GL 2.0 Current,2003,Car/Sedan,-0.07279273
24,4.16666667,2.9915,180,98.9,19065,173,109,16.6194444,18,88,14.5,27,4,5,5,M,56.7,164.9,68.3,59.6,58.8,3051,2932,31,31482,52,2003 Volkswagen GTI 1.8T Current,2003,Car/Sedan,-0.512094317
22,4.54545455,3.267,170,106.4,21750,166,109,19.2176471,15,95,16.4,25,4,5,5,M,57.6,185.2,68.7,59.6,59.6,3322,3212,31,96142,50,2003 Volkswagen Passat GL Sedan Current,2003,Car/Sedan,-0.179487095
17,5.88235294,4.288,201,115,26200,181,170,21.3333333,,,21.1,18,6,7,4,A,76.4,188.5,72.4,62.6,61.2,4288,,20,6673,48,2003 Volkswagen Eurovan GLS Current,2003,Van,-0.021162092
15,6.66666667,5.086,220,112.4,34900,225,195,23.1181818,,,26.4,,6,5,6,A,68,187.2,75.9,65.2,65.7,5086,,20,,,2004 Volkswagen Touareg V6 Current,2004,SUV,-0.41240924
22,4.54545455,2.767,170,101,24450,177,119,16.2764706,13,88,15.9,,4,5,5,A,56,178,67.6,58,58,2767,,29,,,2004 Volvo S40 Sedan Current,2004,Car/Sedan,0.2936301722
22,4.54545455,2.822,170,101,25450,177,119,16.6,33,89,15.9,,4,5,5,A,56.1,178,67.6,58,58,2822,,29,,,2004 Volvo V40 Wagon Current,2004,Car/Sedan,0.226867131
22,4.54545455,3.276,168,106.9,26960,166,,19.5,14,94,18.5,,5,5,5,M,56.2,180.2,71,61.5,61.4,,3276,30,,,2004 Volvo S60 2.4 Current,2004,Car/Sedan,-0.146156143
22,4.54545455,3.488,168,108.5,28460,166,149,20.7619048,36,98,18.5,25,5,5,5,M,57.7,185.4,71,61.5,61.4,,3488,30,,,2004 Volvo V70 2.4 Current,2004,Car/Sedan,-0.359948712
19,5.26315789,3.699,208,108.8,34460,236,153,17.7836538,36,98,18,,5,5,5,A,61.5,186.3,73.2,63.4,60.9,3699,,24,,,2004 Volvo XC70 Cross Country Current,2004,Car/Sedan,-0.098443016
20,5,3.583,194,109.9,37045,207,178,18.4690722,15,99,21.1,23,6,5,4,A,57.2,189.8,72.1,62.3,61.4,3583,,28,,,2004 Volvo S80 2.9 Current,2004,Car/Sedan,-0.093243306
18,5.55555556,3.45,197,104.9,39880,210,149,17.5126904,8,88,18,,5,4,5,A,56.3,185.7,71.5,59.9,59.8,3450,,25,,,2004 Volvo C70 LPT Current,2004,Car/Sedan,0.464178118
18,5.55555556,4.354,208,112.6,34440,236,153,20.9326923,,,19,20,5,5,5,A,70.2,188.9,74.7,64.3,63.9,4354,,24,,,2004 Volvo XC90 2.5T Current,2004,SUV,-0.519392915
,,4,200,,,,,20,,,,,,,,,,,,,,,,,,,,,,
